timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,timestamp_sec
1092906109218236.0,0.285638,3.343114,1.474124,0.672781,-0.240753,-0.212671,-0.666464,1092906.0
1092906142688391.0,0.286086,3.361254,1.485039,0.672523,-0.241282,-0.209318,-0.667594,1092906.0
1092906176017141.0,0.285442,3.37483,1.496181,0.672321,-0.242458,-0.204993,-0.668712,1092906.0
1092906209290398.0,0.284629,3.394359,1.5055,0.671711,-0.243601,-0.203625,-0.669328,1092906.0
1092906242619148.0,0.28316,3.409225,1.513861,0.670944,-0.244633,-0.201706,-0.670301,1092906.0
1092906275947898.0,0.281492,3.424593,1.520939,0.669813,-0.245807,-0.199342,-0.671708,1092906.0
1092906309276648.0,0.279589,3.440599,1.526971,0.668721,-0.246405,-0.198882,-0.672713,1092906.0
1092906342534301.0,0.275874,3.461176,1.532824,0.669295,-0.246181,-0.199844,-0.671938,1092906.0
1092906375863051.0,0.273121,3.478088,1.538617,0.669744,-0.246227,-0.200486,-0.671283,1092906.0
1092906409191801.0,0.270338,3.495048,1.545126,0.669548,-0.245687,-0.200507,-0.67167,1092906.0
1092906442279636.0,0.265331,3.51077,1.552499,0.671061,-0.243252,-0.202658,-0.670399,1092906.0
1092906475608386.0,0.261593,3.527551,1.562019,0.67299,-0.241088,-0.203984,-0.668844,1092906.0
1092906508937136.0,0.25796,3.544326,1.573276,0.672306,-0.242031,-0.201505,-0.669941,1092906.0
1092906542245311.0,0.253695,3.562336,1.584028,0.66925,-0.24503,-0.203673,-0.671254,1092906.0
1092906575574061.0,0.250322,3.578742,1.597406,0.667765,-0.247564,-0.209289,-0.670075,1092906.0
1092906608902811.0,0.247538,3.593251,1.612209,0.66837,-0.245877,-0.210637,-0.669671,1092906.0
1092906642141054.0,0.244399,3.609422,1.625329,0.668537,-0.241051,-0.209812,-0.671514,1092906.0
1092906675469804.0,0.243304,3.622658,1.639962,0.666149,-0.240762,-0.209177,-0.674184,1092906.0
1092906708798554.0,0.242404,3.636244,1.653308,0.662816,-0.244469,-0.209872,-0.675917,1092906.0
1092906742168507.0,0.241722,3.650133,1.665047,0.660468,-0.247654,-0.20919,-0.677266,1092906.0
1092906775497257.0,0.240861,3.664453,1.675902,0.659651,-0.249432,-0.209408,-0.677342,1092906.0
1092906808826007.0,0.240106,3.679662,1.685475,0.658617,-0.250511,-0.211628,-0.67726,1092906.0
1092906841977765.0,0.239162,3.699681,1.693699,0.658342,-0.249768,-0.212137,-0.677643,1092906.0
1092906875306515.0,0.238903,3.715767,1.701371,0.659272,-0.246505,-0.213024,-0.677655,1092906.0
1092906908635265.0,0.239399,3.732436,1.708027,0.658493,-0.244625,-0.213801,-0.678848,1092906.0
1092906942095920.0,0.240013,3.752541,1.711603,0.65732,-0.244517,-0.213339,-0.680168,1092906.0
1092906975424670.0,0.241214,3.769952,1.717885,0.656218,-0.245487,-0.211064,-0.681592,1092906.0
1092907008663262.0,0.243272,3.788685,1.722685,0.65509,-0.246002,-0.209743,-0.682897,1092907.0
1092907041992012.0,0.244811,3.806053,1.730509,0.657055,-0.245093,-0.207258,-0.682094,1092907.0
1092907075320762.0,0.246524,3.823368,1.739638,0.659512,-0.245642,-0.201727,-0.681182,1092907.0
1092907108548567.0,0.249402,3.839978,1.744689,0.660552,-0.248644,-0.200077,-0.679571,1092907.0
1092907141877317.0,0.251438,3.858157,1.756248,0.662887,-0.250736,-0.202933,-0.67567,1092907.0
1092907175206067.0,0.253816,3.874811,1.769512,0.665816,-0.25016,-0.200959,-0.673591,1092907.0
1092907208534817.0,0.256457,3.890237,1.783525,0.667791,-0.246425,-0.197839,-0.673936,1092907.0
